"","ecoregion_name","code","biome","long","lat","sec_type","value","pri_type"
"1708","Cuban moist forests","NT0120","Tropical Moist Forest",-79.12,21.665,"max3m_temp",26.88333333,"Climate Data"
"1709","Eastern Cordillera real montane forests","NT0121","Tropical Moist Forest",-78.414,-2.586,"max3m_temp",19.66666667,"Climate Data"
"1710","Eastern Panamanian montane forests","NT0122","Tropical Moist Forest",-78.075,8.25,"max3m_temp",25.25,"Climate Data"
"1711","Guianan Highlands moist forests","NT0124","Tropical Moist Forest",-61.734,4.289,"max3m_temp",23.83333333,"Climate Data"
"1712","Guianan moist forests","NT0125","Tropical Moist Forest",-56.817,4.378,"max3m_temp",26.86666667,"Climate Data"
"1713","Gurupa varzea","NT0126","Tropical Moist Forest",-53.987,-2.066,"max3m_temp",27.83333333,"Climate Data"
"1714","Hispaniolan moist forests","NT0127","Tropical Moist Forest",-71.44,18.833,"max3m_temp",26.4,"Climate Data"
"1715","Iquitos varzea","NT0128","Tropical Moist Forest",-74.151,-5.295,"max3m_temp",26.96666667,"Climate Data"
"1716","Isthmian-Atlantic moist forests","NT0129","Tropical Moist Forest",-82.24,9.934,"max3m_temp",26.96666667,"Climate Data"
"1717","Isthmian-Pacific moist forests","NT0130","Tropical Moist Forest",-81.962,8.558,"max3m_temp",26.26666667,"Climate Data"
"1718","Jamaican moist forests","NT0131","Tropical Moist Forest",-77.25,18.25,"max3m_temp",25.7,"Climate Data"
"1719","Japura-Solimoes-Negro moist forests","NT0132","Tropical Moist Forest",-65.619,-0.847,"max3m_temp",26.9,"Climate Data"
"1720","Jurua-Purus moist forests","NT0133","Tropical Moist Forest",-66.861,-5.569,"max3m_temp",26.55,"Climate Data"
"1721","Leeward Islands moist forests","NT0134","Tropical Moist Forest",-65.75,18.25,"max3m_temp",25.3,"Climate Data"
"1722","Madeira-Tapajos moist forests","NT0135","Tropical Moist Forest",-60.267,-9.132,"max3m_temp",27.03333333,"Climate Data"
"1723","Magdalena Valley montane forests","NT0136","Tropical Moist Forest",-74.516,5.554,"max3m_temp",19.88333333,"Climate Data"
"1724","Magdalena-Uraba moist forests","NT0137","Tropical Moist Forest",-74.782,7.995,"max3m_temp",28.23333333,"Climate Data"
"1725","Marajo varzea","NT0138","Tropical Moist Forest",-50.676,-0.314,"max3m_temp",27.63333333,"Climate Data"
"1726","Maranhao Babatu forests","NT0139","Tropical Moist Forest",-43.592,-4.346,"max3m_temp",28.1,"Climate Data"
"1727","Mato Grosso seasonal forests","NT0140","Tropical Moist Forest",-52.366,-9.516,"max3m_temp",26.3,"Climate Data"
"1728","Monte Alegre varzea","NT0141","Tropical Moist Forest",-60.162,-4.447,"max3m_temp",27.33333333,"Climate Data"
"1729","Napo moist forests","NT0142","Tropical Moist Forest",-75.801,-1.985,"max3m_temp",26.53333333,"Climate Data"
"1730","Negro-Branco moist forests","NT0143","Tropical Moist Forest",-67.162,1.981,"max3m_temp",27.23333333,"Climate Data"
"1731","Northeastern Brazil restingas","NT0144","Tropical Moist Forest",-42.083,-3.042,"max3m_temp",27.73333333,"Climate Data"
"1732","Northwestern Andean montane forests","NT0145","Tropical Moist Forest",-77.539,2.5,"max3m_temp",19.76666667,"Climate Data"
"1733","Oaxacan montane forests","NT0146","Tropical Moist Forest",-96.386,17.977,"max3m_temp",20.13333333,"Climate Data"
"1734","Orinoco Delta swamp forests","NT0147","Tropical Moist Forest",-61.89,9.17,"max3m_temp",27.23333333,"Climate Data"
"1735","Pantanos de Centla","NT0148","Tropical Moist Forest",-92.159,18.068,"max3m_temp",28.93333333,"Climate Data"
"1736","Guianan Freshwater swamp forests","NT0149","Tropical Moist Forest",-55.75,5.6,"max3m_temp",27.9,"Climate Data"
"1737","Alto Parana Atlantic forests","NT0150","Tropical Moist Forest",-51.079,-23.145,"max3m_temp",25.23333333,"Climate Data"
"1738","Pernambuco coastal forests","NT0151","Tropical Moist Forest",-35.809,-8.397,"max3m_temp",25.4,"Climate Data"
"1739","Pernambuco interior forests","NT0152","Tropical Moist Forest",-36.185,-8.54,"max3m_temp",26.33333333,"Climate Data"
"1740","Peruvian Yungas","NT0153","Tropical Moist Forest",-75.005,-10.44,"max3m_temp",15.33333333,"Climate Data"
"1741","Peten-Veracruz moist forests","NT0154","Tropical Moist Forest",-92.006,17.318,"max3m_temp",27.2,"Climate Data"
"1742","Puerto Rican moist forests","NT0155","Tropical Moist Forest",-66.35,18.25,"max3m_temp",25.5,"Climate Data"
"1743","Purus varzea","NT0156","Tropical Moist Forest",-69.441,-2.862,"max3m_temp",26.53333333,"Climate Data"
"1744","Purus-Madeira moist forests","NT0157","Tropical Moist Forest",-63.468,-6.696,"max3m_temp",27.03333333,"Climate Data"
"1745","Rio Negro campinarana","NT0158","Tropical Moist Forest",-64.931,0.772,"max3m_temp",26.9,"Climate Data"
"1746","Santa Marta montane forests","NT0159","Tropical Moist Forest",-73.607,10.75,"max3m_temp",19.63333333,"Climate Data"
"1747","Serra do Mar coastal forests","NT0160","Tropical Moist Forest",-47.063,-24.604,"max3m_temp",22.8,"Climate Data"
"1748","Sierra de los Tuxtlas","NT0161","Tropical Moist Forest",-95.125,18.25,"max3m_temp",26.5,"Climate Data"
"1749","Sierra Madre de Chiapas moist forest","NT0162","Tropical Moist Forest",-91.721,14.897,"max3m_temp",25.36666667,"Climate Data"
"1750","Solimoes-Japura moist forest","NT0163","Tropical Moist Forest",-70.875,-2.229,"max3m_temp",26.66666667,"Climate Data"
"1751","South Florida rocklands","NT0164","Tropical Moist Forest",-80.75,25.417,"max3m_temp",27.4,"Climate Data"
"1752","Southern Andean Yungas","NT0165","Tropical Moist Forest",-64.807,-23.557,"max3m_temp",23.03333333,"Climate Data"
"1753","Southwest Amazon moist forests","NT0166","Tropical Moist Forest",-69.77,-10.023,"max3m_temp",26.2,"Climate Data"
"1754","Talamancan montane forests","NT0167","Tropical Moist Forest",-82.88,9.293,"max3m_temp",20.56666667,"Climate Data"
"1755","Tapajos-Xingu moist forests","NT0168","Tropical Moist Forest",-54.444,-5.968,"max3m_temp",26.43333333,"Climate Data"
"1756","Pantepuis","NT0169","Tropical Moist Forest",-64.172,4.638,"max3m_temp",20.83333333,"Climate Data"
"1757","Tocantins/Pindare moist forests","NT0170","Tropical Moist Forest",-47.375,-3.077,"max3m_temp",27.23333333,"Climate Data"
"1758","Trinidad and Tobago moist forests","NT0171","Tropical Moist Forest",-61.375,10.375,"max3m_temp",26.65,"Climate Data"
"1759","Uatuma-Trombetas moist forests","NT0173","Tropical Moist Forest",-56.78,-0.333,"max3m_temp",27.53333333,"Climate Data"
"1760","Ucayali moist forests","NT0174","Tropical Moist Forest",-76.047,-7.326,"max3m_temp",25.8,"Climate Data"
"1761","Venezuelan Andes montane forests","NT0175","Tropical Moist Forest",-70.663,8.946,"max3m_temp",21.6,"Climate Data"
"1762","Veracruz moist forests","NT0176","Tropical Moist Forest",-98.293,21.946,"max3m_temp",27.93333333,"Climate Data"
"1763","Veracruz montane forests","NT0177","Tropical Moist Forest",-98.25,20.5,"max3m_temp",22.76666667,"Climate Data"
"1764","Western Ecuador moist forests","NT0178","Tropical Moist Forest",-79.5,-0.712,"max3m_temp",25.5,"Climate Data"
"1765","Windward Islands moist forests","NT0179","Tropical Moist Forest",-61.25,10.75,"max3m_temp",26.13333333,"Climate Data"
"1766","Xingu-Tocantins-Araguaia moist forests","NT0180","Tropical Moist Forest",-50.728,-6.112,"max3m_temp",26.73333333,"Climate Data"
"1767","Yucatan moist forests","NT0181","Tropical Moist Forest",-88.789,19.221,"max3m_temp",27.6,"Climate Data"
"1768","Guianan piedmont and lowland moist forests","NT0182","Tropical Moist Forest",-64.043,4.11,"max3m_temp",25.63333333,"Climate Data"
"1769","Apure-Villavicencio dry forests","NT0201","Tropical Deciduous Forest",-71.617,6.317,"max3m_temp",27.63333333,"Climate Data"
"1770","Atlantic dry forests","NT0202","Tropical Deciduous Forest",-43.346,-12.183,"max3m_temp",25.56666667,"Climate Data"
"1771","Bajio dry forests","NT0204","Tropical Deciduous Forest",-102.15,20.4,"max3m_temp",21.7,"Climate Data"
"1772","Balsas dry forests","NT0205","Tropical Deciduous Forest",-99.888,18.358,"max3m_temp",26.96666667,"Climate Data"
"1773","Bolivian montane dry forests","NT0206","Tropical Deciduous Forest",-65.818,-18.592,"max3m_temp",17.2,"Climate Data"
"1774","Cauca Valley dry forests","NT0207","Tropical Deciduous Forest",-75.95,5.083,"max3m_temp",24.2,"Climate Data"
"1775","Central American dry forests","NT0209","Tropical Deciduous Forest",-87.576,13.679,"max3m_temp",27.58333333,"Climate Data"
"1776","Dry Chaco","NT0210","Tropical Deciduous Forest",-62.842,-25.198,"max3m_temp",27.16666667,"Climate Data"
"1777","Chiapas Depression dry forests","NT0211","Tropical Deciduous Forest",-92.906,16.344,"max3m_temp",25.3,"Climate Data"
"1778","Chiquitano dry forests","NT0212","Tropical Deciduous Forest",-60.363,-15.894,"max3m_temp",27.13333333,"Climate Data"
"1779","Cuban dry forests","NT0213","Tropical Deciduous Forest",-79.347,21.504,"max3m_temp",27.46666667,"Climate Data"
"1780","Ecuadorian dry forests","NT0214","Tropical Deciduous Forest",-80.021,-1.625,"max3m_temp",25.68333333,"Climate Data"
"1781","Hispaniolan dry forests","NT0215","Tropical Deciduous Forest",-72.107,18.875,"max3m_temp",27.06666667,"Climate Data"
"1782","Jalisco dry forests","NT0217","Tropical Deciduous Forest",-104.426,20.118,"max3m_temp",27.13333333,"Climate Data"
"1783","Jamaican dry forests","NT0218","Tropical Deciduous Forest",-77.35,18.25,"max3m_temp",27.8,"Climate Data"
"1784","Lara-Falcon dry forests","NT0219","Tropical Deciduous Forest",-69.25,10.795,"max3m_temp",27.13333333,"Climate Data"
"1785","Lesser Antillean dry forests","NT0220","Tropical Deciduous Forest",-62.56,12.821,"max3m_temp",26.86666667,"Climate Data"
"1786","Magdalena Valley dry forests","NT0221","Tropical Deciduous Forest",-75.1,3.775,"max3m_temp",26.43333333,"Climate Data"
"1787","Maracaibo dry forests","NT0222","Tropical Deciduous Forest",-71.509,9.922,"max3m_temp",28.25,"Climate Data"
"1788","Maranon dry forests","NT0223","Tropical Deciduous Forest",-78.25,-6.472,"max3m_temp",16.81666667,"Climate Data"
"1789","Panamanian dry forests","NT0224","Tropical Deciduous Forest",-80.167,8.542,"max3m_temp",27.46666667,"Climate Data"
"1790","Patia Valley dry forests","NT0225","Tropical Deciduous Forest",-77.25,1.75,"max3m_temp",24.23333333,"Climate Data"
"1791","Puerto Rican dry forests","NT0226","Tropical Deciduous Forest",-66.393,18.25,"max3m_temp",25.6,"Climate Data"
"1792","Sierra de la Laguna dry forests","NT0227","Tropical Deciduous Forest",-110.028,23.528,"max3m_temp",27.13333333,"Climate Data"
"1793","Sinaloan dry forests","NT0228","Tropical Deciduous Forest",-106.223,24.195,"max3m_temp",27.83333333,"Climate Data"
"1794","Sinu Valley dry forests","NT0229","Tropical Deciduous Forest",-73.917,10.202,"max3m_temp",28.61666667,"Climate Data"
"1795","Southern Pacific dry forests","NT0230","Tropical Deciduous Forest",-97.618,16.829,"max3m_temp",27.5,"Climate Data"
"1796","Tumbes-Piura dry forests","NT0232","Tropical Deciduous Forest",-80,-5.35,"max3m_temp",25.85,"Climate Data"
"1797","Veracruz dry forests","NT0233","Tropical Deciduous Forest",-96.55,19.15,"max3m_temp",27.96666667,"Climate Data"
"1798","Yucatan dry forests","NT0235","Tropical Deciduous Forest",-88.957,20.457,"max3m_temp",28.26666667,"Climate Data"
"1799","Bahamian pine mosaic","NT0301","Tropical Coniferous Forest",-76.105,22.638,"max3m_temp",27.73333333,"Climate Data"
"1800","Belizean pine forests","NT0302","Tropical Coniferous Forest",-88.515,17.015,"max3m_temp",27.33333333,"Climate Data"
"1801","Central American pine-oak forests","NT0303","Tropical Coniferous Forest",-89.267,15.046,"max3m_temp",23.66666667,"Climate Data"
"1802","Cuban pine forests","NT0304","Tropical Coniferous Forest",-80.054,21.589,"max3m_temp",27.33333333,"Climate Data"
"1803","Hispaniolan pine forests","NT0305","Tropical Coniferous Forest",-71.75,18.825,"max3m_temp",21.2,"Climate Data"
"1804","Miskito pine forests","NT0306","Tropical Coniferous Forest",-84.068,14.659,"max3m_temp",27.41666667,"Climate Data"
"1805","Sierra de la Laguna pine-oak forests","NT0307","Tropical Coniferous Forest",-110.083,23.5,"max3m_temp",23,"Climate Data"
"1806","Sierra Madre de Oaxaca pine-oak forests","NT0308","Tropical Coniferous Forest",-96.008,17.202,"max3m_temp",19.66666667,"Climate Data"
"1807","Sierra Madre del Sur pine-oak forests","NT0309","Tropical Coniferous Forest",-99.325,17.551,"max3m_temp",22.31666667,"Climate Data"
"1808","Trans-Mexican Volcanic Belt pine-oak forests","NT0310","Tropical Coniferous Forest",-101.51,20.248,"max3m_temp",19.08333333,"Climate Data"
"1809","Magellanic subpolar forests","NT0402","Temperate Moist Forest",-72.782,-51.912,"max3m_temp",9.366666667,"Climate Data"
"1810","Valdivian temperate forests","NT0404","Temperate Moist Forest",-73.12,-42.651,"max3m_temp",12.73333333,"Climate Data"
"1811","Beni savanna","NT0702","Tropical Grasslands",-66.019,-13.247,"max3m_temp",27.76666667,"Climate Data"
"1812","Campos Rupestres montane savanna","NT0703","Tropical Grasslands",-43.66,-18.722,"max3m_temp",21.53333333,"Climate Data"
"1813","Cerrado","NT0704","Tropical Grasslands",-50.114,-15.179,"max3m_temp",25.86666667,"Climate Data"
"1814","Guianan savanna","NT0707","Tropical Grasslands",-59.185,3.76,"max3m_temp",27.46666667,"Climate Data"
"1815","Humid Chaco","NT0708","Tropical Grasslands",-58.75,-26.127,"max3m_temp",26.93333333,"Climate Data"
"1816","Llanos","NT0709","Tropical Grasslands",-67.946,6.697,"max3m_temp",28.36666667,"Climate Data"
"1817","Uruguayan savanna","NT0710","Tropical Grasslands",-54.803,-31.25,"max3m_temp",23.76666667,"Climate Data"
"1818","Espinal","NT0801","Grasslands",-62.8,-34.435,"max3m_temp",23.6,"Climate Data"
"1819","Low Monte","NT0802","Grasslands",-67.126,-38.274,"max3m_temp",22.06666667,"Climate Data"
"1820","Humid Pampas","NT0803","Grasslands",-60.852,-35.242,"max3m_temp",22.6,"Climate Data"
"1821","Patagonian steppe","NT0805","Grasslands",-68.462,-45.891,"max3m_temp",14.6,"Climate Data"
"1822","Cuban wetlands","NT0902","Flooded Grasslands",-80.523,21.932,"max3m_temp",27.25,"Climate Data"
"1823","Enriquillo wetlands","NT0903","Flooded Grasslands",-71.321,18.464,"max3m_temp",28.53333333,"Climate Data"
"1824","Everglades","NT0904","Flooded Grasslands",-80.864,26.182,"max3m_temp",27.4,"Climate Data"
"1825","Guayaquil flooded grasslands","NT0905","Flooded Grasslands",-79.55,-2.15,"max3m_temp",26.58333333,"Climate Data"
"1826","Orinoco wetlands","NT0906","Flooded Grasslands",-62.188,9.563,"max3m_temp",27.3,"Climate Data"
"1827","Pantanal","NT0907","Flooded Grasslands",-57.518,-17.923,"max3m_temp",27.96666667,"Climate Data"
"1828","Parana flooded savanna","NT0908","Flooded Grasslands",-59.337,-30.674,"max3m_temp",24.95,"Climate Data"
"1829","Southern Cone Mesopotamian savanna","NT0909","Flooded Grasslands",-56.667,-28.688,"max3m_temp",25.96666667,"Climate Data"
"1830","Central Andean dry puna","NT1001","Montane Grasslands",-67.804,-21.308,"max3m_temp",9.3,"Climate Data"
"1831","Central Andean puna","NT1002","Montane Grasslands",-68.072,-20.821,"max3m_temp",10.21666667,"Climate Data"
"1832","Central Andean wet puna","NT1003","Montane Grasslands",-72.623,-13.421,"max3m_temp",7.466666667,"Climate Data"
"1833","Cordillera Central paramo","NT1004","Montane Grasslands",-78.31,-6.952,"max3m_temp",11.16666667,"Climate Data"
"1834","Cordillera de Merida paramo","NT1005","Montane Grasslands",-70.821,8.786,"max3m_temp",10.76666667,"Climate Data"
"1835","Northern Andean paramo","NT1006","Montane Grasslands",-76.281,2.298,"max3m_temp",10.56666667,"Climate Data"
"1836","Santa Marta paramo","NT1007","Montane Grasslands",-73.5,10.75,"max3m_temp",11.06666667,"Climate Data"
"1837","Southern Andean steppe","NT1008","Montane Grasslands",-69.162,-30.301,"max3m_temp",8.033333333,"Climate Data"
"1838","High Monte","NT1010","Montane Grasslands",-67.503,-28.75,"max3m_temp",21.15,"Climate Data"
"1839","Chilean matorral","NT1201","Mediterranean Forest",-70.964,-31.439,"max3m_temp",17.75,"Climate Data"
"1840","Araya and Paria xeric scrub","NT1301","Deserts",-63.417,10.417,"max3m_temp",26.66666667,"Climate Data"
"1841","Atacama desert","NT1303","Deserts",-69.509,-22.333,"max3m_temp",16.9,"Climate Data"
"1842","Caatinga","NT1304","Deserts",-40.219,-9.139,"max3m_temp",26.83333333,"Climate Data"
"1843","Caribbean shrublands","NT1305","Deserts",-65.364,15.136,"max3m_temp",27.2,"Climate Data"
"1844","Cuban cactus scrub","NT1306","Deserts",-79.135,21.481,"max3m_temp",26.96666667,"Climate Data"
"1845","Galapagos Islands scrubland mosaic","NT1307","Deserts",-91.25,-0.456,"max3m_temp",25.03333333,"Climate Data"
"1846","Guajira-Barranquilla xeric scrub","NT1308","Deserts",-73.481,10.673,"max3m_temp",29.06666667,"Climate Data"
"1847","La Costa xeric shrublands","NT1309","Deserts",-66.179,9.774,"max3m_temp",27.26666667,"Climate Data"
"1848","Motagua Valley thornscrub","NT1312","Deserts",-89.75,15,"max3m_temp",26.31666667,"Climate Data"
"1849","Paraguana xeric scrub","NT1313","Deserts",-70.214,10.536,"max3m_temp",28.2,"Climate Data"
"1850","San Lucan xeric scrub","NT1314","Deserts",-110.083,23.817,"max3m_temp",27.5,"Climate Data"
"1851","Sechura desert","NT1315","Deserts",-75.138,-12.876,"max3m_temp",17.53333333,"Climate Data"
"1852","Tehuacan Valley matorral","NT1316","Deserts",-97.712,18.788,"max3m_temp",18.33333333,"Climate Data"
"1853","Amazon-Orinoco-Southern Caribbean mangroves","NT1401","Mangroves",-57.81,5.36,"max3m_temp",27.55,"Climate Data"
"1854","Bahamoan-Antillean mangroves","NT1402","Mangroves",-76.018,20.919,"max3m_temp",27.8,"Climate Data"
"1855","Mesoamerican Gulf-Caribbean mangroves","NT1403","Mangroves",-88.42,16.925,"max3m_temp",27.83333333,"Climate Data"
"1856","Northern Mesoamerican Pacific mangroves","NT1404","Mangroves",-105.685,22.185,"max3m_temp",28.86666667,"Climate Data"
"1857","South American Pacific mangroves","NT1405","Mangroves",-79.27,1.735,"max3m_temp",26.6,"Climate Data"
"1858","Southern Atlantic mangroves","NT1406","Mangroves",-41.581,-17.274,"max3m_temp",26.5,"Climate Data"
"1859","Southern Mesoamerican Pacific mangroves","NT1407","Mangroves",-86.515,11.375,"max3m_temp",28.5,"Climate Data"
"1860","Araucaria moist forests","NT0101","Tropical Moist Forest",-51.389,-26.527,"med_temp",17.55,"Climate Data"
"1861","Atlantic Coast restingas","NT0102","Tropical Moist Forest",-43.734,-21.203,"med_temp",19.3,"Climate Data"
"1862","Bahia coastal forests","NT0103","Tropical Moist Forest",-40.086,-16.613,"med_temp",24.15,"Climate Data"
"1863","Bahia interior forests","NT0104","Tropical Moist Forest",-42.018,-17.73,"med_temp",22.5,"Climate Data"
"1864","Bolivian Yungas","NT0105","Tropical Moist Forest",-66.877,-15.85,"med_temp",22.3,"Climate Data"
"1865","Caatinga Enclaves moist forests","NT0106","Tropical Moist Forest",-40.179,-4.357,"med_temp",25.275,"Climate Data"
"1866","Caqueta moist forests","NT0107","Tropical Moist Forest",-71.969,0.781,"med_temp",26.05,"Climate Data"
"1867","Catatumbo moist forests","NT0108","Tropical Moist Forest",-71.871,9.216,"med_temp",27.15,"Climate Data"
"1868","Cauca Valley montane forests","NT0109","Tropical Moist Forest",-75.962,4.992,"med_temp",19.05,"Climate Data"
"1869","Central American Atlantic moist forests","NT0111","Tropical Moist Forest",-86.13,14.521,"med_temp",25.2,"Climate Data"
"1870","Central American montane forests","NT0112","Tropical Moist Forest",-87.872,14.437,"med_temp",21.45,"Climate Data"
"1871","Chiapas montane forests","NT0113","Tropical Moist Forest",-91.91,16.77,"med_temp",21.35,"Climate Data"
"1872","Chimalapas montane forests","NT0114","Tropical Moist Forest",-94.15,16.55,"med_temp",22.6,"Climate Data"
"1873","Choco-Darien moist forests","NT0115","Tropical Moist Forest",-77.515,5.613,"med_temp",26.15,"Climate Data"
"1874","Cordillera La Costa montane forests","NT0117","Tropical Moist Forest",-66.071,10.179,"med_temp",23.55,"Climate Data"
"1875","Cordillera Oriental montane forests","NT0118","Tropical Moist Forest",-73.48,5.782,"med_temp",20.3,"Climate Data"
"1876","Costa Rican seasonal moist forests","NT0119","Tropical Moist Forest",-85.146,10.854,"med_temp",25.375,"Climate Data"
"1877","Cuban moist forests","NT0120","Tropical Moist Forest",-79.12,21.665,"med_temp",24.875,"Climate Data"
"1878","Eastern Cordillera real montane forests","NT0121","Tropical Moist Forest",-78.414,-2.586,"med_temp",19.275,"Climate Data"
"1879","Eastern Panamanian montane forests","NT0122","Tropical Moist Forest",-78.075,8.25,"med_temp",24.425,"Climate Data"
"1880","Guianan Highlands moist forests","NT0124","Tropical Moist Forest",-61.734,4.289,"med_temp",23.45,"Climate Data"
"1881","Guianan moist forests","NT0125","Tropical Moist Forest",-56.817,4.378,"med_temp",25.95,"Climate Data"
"1882","Gurupa varzea","NT0126","Tropical Moist Forest",-53.987,-2.066,"med_temp",26.675,"Climate Data"
"1883","Hispaniolan moist forests","NT0127","Tropical Moist Forest",-71.44,18.833,"med_temp",25.1,"Climate Data"
"1884","Iquitos varzea","NT0128","Tropical Moist Forest",-74.151,-5.295,"med_temp",26.65,"Climate Data"
"1885","Isthmian-Atlantic moist forests","NT0129","Tropical Moist Forest",-82.24,9.934,"med_temp",25.75,"Climate Data"
"1886","Isthmian-Pacific moist forests","NT0130","Tropical Moist Forest",-81.962,8.558,"med_temp",25.3,"Climate Data"
"1887","Jamaican moist forests","NT0131","Tropical Moist Forest",-77.25,18.25,"med_temp",24.525,"Climate Data"
"1888","Japura-Solimoes-Negro moist forests","NT0132","Tropical Moist Forest",-65.619,-0.847,"med_temp",26.55,"Climate Data"
"1889","Jurua-Purus moist forests","NT0133","Tropical Moist Forest",-66.861,-5.569,"med_temp",26.15,"Climate Data"
"1890","Leeward Islands moist forests","NT0134","Tropical Moist Forest",-65.75,18.25,"med_temp",24.4,"Climate Data"
"1891","Madeira-Tapajos moist forests","NT0135","Tropical Moist Forest",-60.267,-9.132,"med_temp",26.25,"Climate Data"
"1892","Magdalena Valley montane forests","NT0136","Tropical Moist Forest",-74.516,5.554,"med_temp",19.55,"Climate Data"
"1893","Magdalena-Uraba moist forests","NT0137","Tropical Moist Forest",-74.782,7.995,"med_temp",27.6,"Climate Data"
"1894","Marajo varzea","NT0138","Tropical Moist Forest",-50.676,-0.314,"med_temp",26.8,"Climate Data"
"1895","Maranhao Babatu forests","NT0139","Tropical Moist Forest",-43.592,-4.346,"med_temp",26.8,"Climate Data"
"1896","Mato Grosso seasonal forests","NT0140","Tropical Moist Forest",-52.366,-9.516,"med_temp",25.5,"Climate Data"
"1897","Monte Alegre varzea","NT0141","Tropical Moist Forest",-60.162,-4.447,"med_temp",26.7,"Climate Data"
"1898","Napo moist forests","NT0142","Tropical Moist Forest",-75.801,-1.985,"med_temp",26.05,"Climate Data"
"1899","Negro-Branco moist forests","NT0143","Tropical Moist Forest",-67.162,1.981,"med_temp",26.75,"Climate Data"
"1900","Northeastern Brazil restingas","NT0144","Tropical Moist Forest",-42.083,-3.042,"med_temp",27,"Climate Data"
"1901","Northwestern Andean montane forests","NT0145","Tropical Moist Forest",-77.539,2.5,"med_temp",19.3,"Climate Data"
"1902","Oaxacan montane forests","NT0146","Tropical Moist Forest",-96.386,17.977,"med_temp",18.45,"Climate Data"
"1903","Orinoco Delta swamp forests","NT0147","Tropical Moist Forest",-61.89,9.17,"med_temp",26.8,"Climate Data"
"1904","Pantanos de Centla","NT0148","Tropical Moist Forest",-92.159,18.068,"med_temp",27.425,"Climate Data"
"1905","Guianan Freshwater swamp forests","NT0149","Tropical Moist Forest",-55.75,5.6,"med_temp",26.95,"Climate Data"
"1906","Alto Parana Atlantic forests","NT0150","Tropical Moist Forest",-51.079,-23.145,"med_temp",21.95,"Climate Data"
"1907","Pernambuco coastal forests","NT0151","Tropical Moist Forest",-35.809,-8.397,"med_temp",24.475,"Climate Data"
"1908","Pernambuco interior forests","NT0152","Tropical Moist Forest",-36.185,-8.54,"med_temp",25.35,"Climate Data"
"1909","Peruvian Yungas","NT0153","Tropical Moist Forest",-75.005,-10.44,"med_temp",14.75,"Climate Data"
"1910","Peten-Veracruz moist forests","NT0154","Tropical Moist Forest",-92.006,17.318,"med_temp",25.9,"Climate Data"
"1911","Puerto Rican moist forests","NT0155","Tropical Moist Forest",-66.35,18.25,"med_temp",24.4,"Climate Data"
"1912","Purus varzea","NT0156","Tropical Moist Forest",-69.441,-2.862,"med_temp",26.2,"Climate Data"
"1913","Purus-Madeira moist forests","NT0157","Tropical Moist Forest",-63.468,-6.696,"med_temp",26.4,"Climate Data"
"1914","Rio Negro campinarana","NT0158","Tropical Moist Forest",-64.931,0.772,"med_temp",26.65,"Climate Data"
"1915","Santa Marta montane forests","NT0159","Tropical Moist Forest",-73.607,10.75,"med_temp",19.175,"Climate Data"
"1916","Serra do Mar coastal forests","NT0160","Tropical Moist Forest",-47.063,-24.604,"med_temp",19.55,"Climate Data"
"1917","Sierra de los Tuxtlas","NT0161","Tropical Moist Forest",-95.125,18.25,"med_temp",24.3,"Climate Data"
"1918","Sierra Madre de Chiapas moist forest","NT0162","Tropical Moist Forest",-91.721,14.897,"med_temp",24.3,"Climate Data"
"1919","Solimoes-Japura moist forest","NT0163","Tropical Moist Forest",-70.875,-2.229,"med_temp",26.45,"Climate Data"
"1920","South Florida rocklands","NT0164","Tropical Moist Forest",-80.75,25.417,"med_temp",23.975,"Climate Data"
"1921","Southern Andean Yungas","NT0165","Tropical Moist Forest",-64.807,-23.557,"med_temp",19.85,"Climate Data"
"1922","Southwest Amazon moist forests","NT0166","Tropical Moist Forest",-69.77,-10.023,"med_temp",25.9,"Climate Data"
"1923","Talamancan montane forests","NT0167","Tropical Moist Forest",-82.88,9.293,"med_temp",20.2,"Climate Data"
"1924","Tapajos-Xingu moist forests","NT0168","Tropical Moist Forest",-54.444,-5.968,"med_temp",25.8,"Climate Data"
"1925","Pantepuis","NT0169","Tropical Moist Forest",-64.172,4.638,"med_temp",20.2,"Climate Data"
"1926","Tocantins/Pindare moist forests","NT0170","Tropical Moist Forest",-47.375,-3.077,"med_temp",26.65,"Climate Data"
"1927","Trinidad and Tobago moist forests","NT0171","Tropical Moist Forest",-61.375,10.375,"med_temp",26.375,"Climate Data"
"1928","Uatuma-Trombetas moist forests","NT0173","Tropical Moist Forest",-56.78,-0.333,"med_temp",26.4,"Climate Data"
"1929","Ucayali moist forests","NT0174","Tropical Moist Forest",-76.047,-7.326,"med_temp",25.4,"Climate Data"
"1930","Venezuelan Andes montane forests","NT0175","Tropical Moist Forest",-70.663,8.946,"med_temp",21.15,"Climate Data"
"1931","Veracruz moist forests","NT0176","Tropical Moist Forest",-98.293,21.946,"med_temp",25,"Climate Data"
"1932","Veracruz montane forests","NT0177","Tropical Moist Forest",-98.25,20.5,"med_temp",20.475,"Climate Data"
"1933","Western Ecuador moist forests","NT0178","Tropical Moist Forest",-79.5,-0.712,"med_temp",24.7,"Climate Data"
"1934","Windward Islands moist forests","NT0179","Tropical Moist Forest",-61.25,10.75,"med_temp",25.65,"Climate Data"
"1935","Xingu-Tocantins-Araguaia moist forests","NT0180","Tropical Moist Forest",-50.728,-6.112,"med_temp",26.1,"Climate Data"
