"","ecoregion_name","code","biome","long","lat","sec_type","value","pri_type"
"1148","Everglades","NT0904","Flooded Grasslands",-80.864,26.182,"mad_temp",4.74432,"Climate Data"
"1149","Guayaquil flooded grasslands","NT0905","Flooded Grasslands",-79.55,-2.15,"mad_temp",1.03782,"Climate Data"
"1150","Orinoco wetlands","NT0906","Flooded Grasslands",-62.188,9.563,"mad_temp",0.66717,"Climate Data"
"1151","Pantanal","NT0907","Flooded Grasslands",-57.518,-17.923,"mad_temp",1.70499,"Climate Data"
"1152","Parana flooded savanna","NT0908","Flooded Grasslands",-59.337,-30.674,"mad_temp",6.486375,"Climate Data"
"1153","Southern Cone Mesopotamian savanna","NT0909","Flooded Grasslands",-56.667,-28.688,"mad_temp",5.55975,"Climate Data"
"1154","Central Andean dry puna","NT1001","Montane Grasslands",-67.804,-21.308,"mad_temp",2.74281,"Climate Data"
"1155","Central Andean puna","NT1002","Montane Grasslands",-68.072,-20.821,"mad_temp",2.557485,"Climate Data"
"1156","Central Andean wet puna","NT1003","Montane Grasslands",-72.623,-13.421,"mad_temp",0.96369,"Climate Data"
"1157","Cordillera Central paramo","NT1004","Montane Grasslands",-78.31,-6.952,"mad_temp",0.29652,"Climate Data"
"1158","Cordillera de Merida paramo","NT1005","Montane Grasslands",-70.821,8.786,"mad_temp",0.29652,"Climate Data"
"1159","Northern Andean paramo","NT1006","Montane Grasslands",-76.281,2.298,"mad_temp",0.259455,"Climate Data"
"1160","Santa Marta paramo","NT1007","Montane Grasslands",-73.5,10.75,"mad_temp",0.81543,"Climate Data"
"1161","Southern Andean steppe","NT1008","Montane Grasslands",-69.162,-30.301,"mad_temp",5.48562,"Climate Data"
"1162","High Monte","NT1010","Montane Grasslands",-67.503,-28.75,"mad_temp",7.079415,"Climate Data"
"1163","Chilean matorral","NT1201","Mediterranean Forest",-70.964,-31.439,"mad_temp",4.37367,"Climate Data"
"1164","Araya and Paria xeric scrub","NT1301","Deserts",-63.417,10.417,"mad_temp",0.81543,"Climate Data"
"1165","Atacama desert","NT1303","Deserts",-69.509,-22.333,"mad_temp",3.03933,"Climate Data"
"1166","Caatinga","NT1304","Deserts",-40.219,-9.139,"mad_temp",1.26021,"Climate Data"
"1167","Caribbean shrublands","NT1305","Deserts",-65.364,15.136,"mad_temp",1.371405,"Climate Data"
"1168","Cuban cactus scrub","NT1306","Deserts",-79.135,21.481,"mad_temp",2.14977,"Climate Data"
"1169","Galapagos Islands scrubland mosaic","NT1307","Deserts",-91.25,-0.456,"mad_temp",2.37216,"Climate Data"
"1170","Guajira-Barranquilla xeric scrub","NT1308","Deserts",-73.481,10.673,"mad_temp",0.96369,"Climate Data"
"1171","La Costa xeric shrublands","NT1309","Deserts",-66.179,9.774,"mad_temp",0.51891,"Climate Data"
"1172","Motagua Valley thornscrub","NT1312","Deserts",-89.75,15,"mad_temp",1.593795,"Climate Data"
"1173","Paraguana xeric scrub","NT1313","Deserts",-70.214,10.536,"mad_temp",1.03782,"Climate Data"
"1174","San Lucan xeric scrub","NT1314","Deserts",-110.083,23.817,"mad_temp",5.077905,"Climate Data"
"1175","Sechura desert","NT1315","Deserts",-75.138,-12.876,"mad_temp",1.85325,"Climate Data"
"1176","Tehuacan Valley matorral","NT1316","Deserts",-97.712,18.788,"mad_temp",1.85325,"Climate Data"
"1177","Amazon-Orinoco-Southern Caribbean mangroves","NT1401","Mangroves",-57.81,5.36,"mad_temp",0.59304,"Climate Data"
"1178","Bahamoan-Antillean mangroves","NT1402","Mangroves",-76.018,20.919,"mad_temp",2.74281,"Climate Data"
"1179","Mesoamerican Gulf-Caribbean mangroves","NT1403","Mangroves",-88.42,16.925,"mad_temp",1.85325,"Climate Data"
"1180","Northern Mesoamerican Pacific mangroves","NT1404","Mangroves",-105.685,22.185,"mad_temp",4.781385,"Climate Data"
"1181","South American Pacific mangroves","NT1405","Mangroves",-79.27,1.735,"mad_temp",0.51891,"Climate Data"
"1182","Southern Atlantic mangroves","NT1406","Mangroves",-41.581,-17.274,"mad_temp",1.85325,"Climate Data"
"1183","Southern Mesoamerican Pacific mangroves","NT1407","Mangroves",-86.515,11.375,"mad_temp",0.81543,"Climate Data"
"1184","Araucaria moist forests","NT0101","Tropical Moist Forest",-51.389,-26.527,"max_prec",184.6,"Climate Data"
"1185","Atlantic Coast restingas","NT0102","Tropical Moist Forest",-43.734,-21.203,"max_prec",150.5,"Climate Data"
"1186","Bahia coastal forests","NT0103","Tropical Moist Forest",-40.086,-16.613,"max_prec",172.4,"Climate Data"
"1187","Bahia interior forests","NT0104","Tropical Moist Forest",-42.018,-17.73,"max_prec",210.2,"Climate Data"
"1188","Bolivian Yungas","NT0105","Tropical Moist Forest",-66.877,-15.85,"max_prec",238.1,"Climate Data"
"1189","Caatinga Enclaves moist forests","NT0106","Tropical Moist Forest",-40.179,-4.357,"max_prec",268.85,"Climate Data"
"1190","Caqueta moist forests","NT0107","Tropical Moist Forest",-71.969,0.781,"max_prec",346.3,"Climate Data"
"1191","Catatumbo moist forests","NT0108","Tropical Moist Forest",-71.871,9.216,"max_prec",289.6,"Climate Data"
"1192","Cauca Valley montane forests","NT0109","Tropical Moist Forest",-75.962,4.992,"max_prec",278.7,"Climate Data"
"1193","Central American Atlantic moist forests","NT0111","Tropical Moist Forest",-86.13,14.521,"max_prec",374.4,"Climate Data"
"1194","Central American montane forests","NT0112","Tropical Moist Forest",-87.872,14.437,"max_prec",289.2,"Climate Data"
"1195","Chiapas montane forests","NT0113","Tropical Moist Forest",-91.91,16.77,"max_prec",325.1,"Climate Data"
"1196","Chimalapas montane forests","NT0114","Tropical Moist Forest",-94.15,16.55,"max_prec",212.8,"Climate Data"
"1197","Choco-Darien moist forests","NT0115","Tropical Moist Forest",-77.515,5.613,"max_prec",483.6,"Climate Data"
"1198","Cordillera La Costa montane forests","NT0117","Tropical Moist Forest",-66.071,10.179,"max_prec",194.1,"Climate Data"
"1199","Cordillera Oriental montane forests","NT0118","Tropical Moist Forest",-73.48,5.782,"max_prec",254.8,"Climate Data"
"1200","Costa Rican seasonal moist forests","NT0119","Tropical Moist Forest",-85.146,10.854,"max_prec",396.65,"Climate Data"
"1201","Cuban moist forests","NT0120","Tropical Moist Forest",-79.12,21.665,"max_prec",215.75,"Climate Data"
"1202","Eastern Cordillera real montane forests","NT0121","Tropical Moist Forest",-78.414,-2.586,"max_prec",171.6,"Climate Data"
"1203","Eastern Panamanian montane forests","NT0122","Tropical Moist Forest",-78.075,8.25,"max_prec",398.2,"Climate Data"
"1204","Guianan Highlands moist forests","NT0124","Tropical Moist Forest",-61.734,4.289,"max_prec",435.3,"Climate Data"
"1205","Guianan moist forests","NT0125","Tropical Moist Forest",-56.817,4.378,"max_prec",372.9,"Climate Data"
"1206","Gurupa varzea","NT0126","Tropical Moist Forest",-53.987,-2.066,"max_prec",334.55,"Climate Data"
"1207","Hispaniolan moist forests","NT0127","Tropical Moist Forest",-71.44,18.833,"max_prec",235,"Climate Data"
"1208","Iquitos varzea","NT0128","Tropical Moist Forest",-74.151,-5.295,"max_prec",256.7,"Climate Data"
"1209","Isthmian-Atlantic moist forests","NT0129","Tropical Moist Forest",-82.24,9.934,"max_prec",413.7,"Climate Data"
"1210","Isthmian-Pacific moist forests","NT0130","Tropical Moist Forest",-81.962,8.558,"max_prec",423.6,"Climate Data"
"1211","Jamaican moist forests","NT0131","Tropical Moist Forest",-77.25,18.25,"max_prec",302.2,"Climate Data"
"1212","Japura-Solimoes-Negro moist forests","NT0132","Tropical Moist Forest",-65.619,-0.847,"max_prec",321.5,"Climate Data"
"1213","Jurua-Purus moist forests","NT0133","Tropical Moist Forest",-66.861,-5.569,"max_prec",303.75,"Climate Data"
"1214","Leeward Islands moist forests","NT0134","Tropical Moist Forest",-65.75,18.25,"max_prec",297.8,"Climate Data"
"1215","Madeira-Tapajos moist forests","NT0135","Tropical Moist Forest",-60.267,-9.132,"max_prec",329.3,"Climate Data"
"1216","Magdalena Valley montane forests","NT0136","Tropical Moist Forest",-74.516,5.554,"max_prec",273.35,"Climate Data"
"1217","Magdalena-Uraba moist forests","NT0137","Tropical Moist Forest",-74.782,7.995,"max_prec",334.5,"Climate Data"
"1218","Marajo varzea","NT0138","Tropical Moist Forest",-50.676,-0.314,"max_prec",406.2,"Climate Data"
"1219","Maranhao Babatu forests","NT0139","Tropical Moist Forest",-43.592,-4.346,"max_prec",332.2,"Climate Data"
"1220","Mato Grosso seasonal forests","NT0140","Tropical Moist Forest",-52.366,-9.516,"max_prec",344.9,"Climate Data"
"1221","Monte Alegre varzea","NT0141","Tropical Moist Forest",-60.162,-4.447,"max_prec",316,"Climate Data"
"1222","Napo moist forests","NT0142","Tropical Moist Forest",-75.801,-1.985,"max_prec",310.6,"Climate Data"
"1223","Negro-Branco moist forests","NT0143","Tropical Moist Forest",-67.162,1.981,"max_prec",415.5,"Climate Data"
"1224","Northeastern Brazil restingas","NT0144","Tropical Moist Forest",-42.083,-3.042,"max_prec",340.1,"Climate Data"
"1225","Northwestern Andean montane forests","NT0145","Tropical Moist Forest",-77.539,2.5,"max_prec",323.7,"Climate Data"
"1226","Oaxacan montane forests","NT0146","Tropical Moist Forest",-96.386,17.977,"max_prec",323.2,"Climate Data"
"1227","Orinoco Delta swamp forests","NT0147","Tropical Moist Forest",-61.89,9.17,"max_prec",247.85,"Climate Data"
"1228","Pantanos de Centla","NT0148","Tropical Moist Forest",-92.159,18.068,"max_prec",357.8,"Climate Data"
"1229","Guianan Freshwater swamp forests","NT0149","Tropical Moist Forest",-55.75,5.6,"max_prec",300.6,"Climate Data"
"1230","Alto Parana Atlantic forests","NT0150","Tropical Moist Forest",-51.079,-23.145,"max_prec",195.5,"Climate Data"
"1231","Pernambuco coastal forests","NT0151","Tropical Moist Forest",-35.809,-8.397,"max_prec",236.55,"Climate Data"
"1232","Pernambuco interior forests","NT0152","Tropical Moist Forest",-36.185,-8.54,"max_prec",194.8,"Climate Data"
"1233","Peruvian Yungas","NT0153","Tropical Moist Forest",-75.005,-10.44,"max_prec",153.6,"Climate Data"
"1234","Peten-Veracruz moist forests","NT0154","Tropical Moist Forest",-92.006,17.318,"max_prec",369.25,"Climate Data"
"1235","Puerto Rican moist forests","NT0155","Tropical Moist Forest",-66.35,18.25,"max_prec",240.1,"Climate Data"
"1236","Purus varzea","NT0156","Tropical Moist Forest",-69.441,-2.862,"max_prec",306.95,"Climate Data"
"1237","Purus-Madeira moist forests","NT0157","Tropical Moist Forest",-63.468,-6.696,"max_prec",306.2,"Climate Data"
"1238","Rio Negro campinarana","NT0158","Tropical Moist Forest",-64.931,0.772,"max_prec",352.9,"Climate Data"
"1239","Santa Marta montane forests","NT0159","Tropical Moist Forest",-73.607,10.75,"max_prec",324.7,"Climate Data"
"1240","Serra do Mar coastal forests","NT0160","Tropical Moist Forest",-47.063,-24.604,"max_prec",232.1,"Climate Data"
"1241","Sierra de los Tuxtlas","NT0161","Tropical Moist Forest",-95.125,18.25,"max_prec",419.6,"Climate Data"
"1242","Sierra Madre de Chiapas moist forest","NT0162","Tropical Moist Forest",-91.721,14.897,"max_prec",475.5,"Climate Data"
"1243","Solimoes-Japura moist forest","NT0163","Tropical Moist Forest",-70.875,-2.229,"max_prec",330.15,"Climate Data"
"1244","South Florida rocklands","NT0164","Tropical Moist Forest",-80.75,25.417,"max_prec",246.8,"Climate Data"
"1245","Southern Andean Yungas","NT0165","Tropical Moist Forest",-64.807,-23.557,"max_prec",153.9,"Climate Data"
"1246","Southwest Amazon moist forests","NT0166","Tropical Moist Forest",-69.77,-10.023,"max_prec",288.8,"Climate Data"
"1247","Talamancan montane forests","NT0167","Tropical Moist Forest",-82.88,9.293,"max_prec",472.9,"Climate Data"
"1248","Tapajos-Xingu moist forests","NT0168","Tropical Moist Forest",-54.444,-5.968,"max_prec",335.1,"Climate Data"
"1249","Pantepuis","NT0169","Tropical Moist Forest",-64.172,4.638,"max_prec",460.8,"Climate Data"
"1250","Tocantins/Pindare moist forests","NT0170","Tropical Moist Forest",-47.375,-3.077,"max_prec",391.45,"Climate Data"
"1251","Trinidad and Tobago moist forests","NT0171","Tropical Moist Forest",-61.375,10.375,"max_prec",271.3,"Climate Data"
"1252","Uatuma-Trombetas moist forests","NT0173","Tropical Moist Forest",-56.78,-0.333,"max_prec",328.9,"Climate Data"
"1253","Ucayali moist forests","NT0174","Tropical Moist Forest",-76.047,-7.326,"max_prec",245.2,"Climate Data"
"1254","Venezuelan Andes montane forests","NT0175","Tropical Moist Forest",-70.663,8.946,"max_prec",164.6,"Climate Data"
"1255","Veracruz moist forests","NT0176","Tropical Moist Forest",-98.293,21.946,"max_prec",267.15,"Climate Data"
"1256","Veracruz montane forests","NT0177","Tropical Moist Forest",-98.25,20.5,"max_prec",391.35,"Climate Data"
"1257","Western Ecuador moist forests","NT0178","Tropical Moist Forest",-79.5,-0.712,"max_prec",386.35,"Climate Data"
"1258","Windward Islands moist forests","NT0179","Tropical Moist Forest",-61.25,10.75,"max_prec",308.6,"Climate Data"
"1259","Xingu-Tocantins-Araguaia moist forests","NT0180","Tropical Moist Forest",-50.728,-6.112,"max_prec",326.4,"Climate Data"
"1260","Yucatan moist forests","NT0181","Tropical Moist Forest",-88.789,19.221,"max_prec",209.85,"Climate Data"
"1261","Guianan piedmont and lowland moist forests","NT0182","Tropical Moist Forest",-64.043,4.11,"max_prec",426.2,"Climate Data"
"1262","Apure-Villavicencio dry forests","NT0201","Tropical Deciduous Forest",-71.617,6.317,"max_prec",282.4,"Climate Data"
"1263","Atlantic dry forests","NT0202","Tropical Deciduous Forest",-43.346,-12.183,"max_prec",169.1,"Climate Data"
"1264","Bajio dry forests","NT0204","Tropical Deciduous Forest",-102.15,20.4,"max_prec",186.3,"Climate Data"
"1265","Balsas dry forests","NT0205","Tropical Deciduous Forest",-99.888,18.358,"max_prec",207.25,"Climate Data"
"1266","Bolivian montane dry forests","NT0206","Tropical Deciduous Forest",-65.818,-18.592,"max_prec",122.95,"Climate Data"
"1267","Cauca Valley dry forests","NT0207","Tropical Deciduous Forest",-75.95,5.083,"max_prec",213.05,"Climate Data"
"1268","Central American dry forests","NT0209","Tropical Deciduous Forest",-87.576,13.679,"max_prec",315.65,"Climate Data"
"1269","Dry Chaco","NT0210","Tropical Deciduous Forest",-62.842,-25.198,"max_prec",119.55,"Climate Data"
"1270","Chiapas Depression dry forests","NT0211","Tropical Deciduous Forest",-92.906,16.344,"max_prec",273.2,"Climate Data"
"1271","Chiquitano dry forests","NT0212","Tropical Deciduous Forest",-60.363,-15.894,"max_prec",199.1,"Climate Data"
"1272","Cuban dry forests","NT0213","Tropical Deciduous Forest",-79.347,21.504,"max_prec",211.15,"Climate Data"
"1273","Ecuadorian dry forests","NT0214","Tropical Deciduous Forest",-80.021,-1.625,"max_prec",257.15,"Climate Data"
"1274","Hispaniolan dry forests","NT0215","Tropical Deciduous Forest",-72.107,18.875,"max_prec",163.8,"Climate Data"
"1275","Jalisco dry forests","NT0217","Tropical Deciduous Forest",-104.426,20.118,"max_prec",245.7,"Climate Data"
"1276","Jamaican dry forests","NT0218","Tropical Deciduous Forest",-77.35,18.25,"max_prec",306.7,"Climate Data"
"1277","Lara-Falcon dry forests","NT0219","Tropical Deciduous Forest",-69.25,10.795,"max_prec",109,"Climate Data"
"1278","Lesser Antillean dry forests","NT0220","Tropical Deciduous Forest",-62.56,12.821,"max_prec",252.8,"Climate Data"
"1279","Magdalena Valley dry forests","NT0221","Tropical Deciduous Forest",-75.1,3.775,"max_prec",239.9,"Climate Data"
"1280","Maracaibo dry forests","NT0222","Tropical Deciduous Forest",-71.509,9.922,"max_prec",171.35,"Climate Data"
"1281","Maranon dry forests","NT0223","Tropical Deciduous Forest",-78.25,-6.472,"max_prec",130.3,"Climate Data"
"1282","Panamanian dry forests","NT0224","Tropical Deciduous Forest",-80.167,8.542,"max_prec",318,"Climate Data"
"1283","Patia Valley dry forests","NT0225","Tropical Deciduous Forest",-77.25,1.75,"max_prec",283.1,"Climate Data"
"1284","Puerto Rican dry forests","NT0226","Tropical Deciduous Forest",-66.393,18.25,"max_prec",200.9,"Climate Data"
"1285","Sierra de la Laguna dry forests","NT0227","Tropical Deciduous Forest",-110.028,23.528,"max_prec",136.05,"Climate Data"
"1286","Sinaloan dry forests","NT0228","Tropical Deciduous Forest",-106.223,24.195,"max_prec",232.5,"Climate Data"
"1287","Sinu Valley dry forests","NT0229","Tropical Deciduous Forest",-73.917,10.202,"max_prec",228.9,"Climate Data"
"1288","Southern Pacific dry forests","NT0230","Tropical Deciduous Forest",-97.618,16.829,"max_prec",278.15,"Climate Data"
"1289","Tumbes-Piura dry forests","NT0232","Tropical Deciduous Forest",-80,-5.35,"max_prec",93.15,"Climate Data"
"1290","Veracruz dry forests","NT0233","Tropical Deciduous Forest",-96.55,19.15,"max_prec",278.05,"Climate Data"
"1291","Yucatan dry forests","NT0235","Tropical Deciduous Forest",-88.957,20.457,"max_prec",197.9,"Climate Data"
"1292","Bahamian pine mosaic","NT0301","Tropical Coniferous Forest",-76.105,22.638,"max_prec",196.8,"Climate Data"
"1293","Belizean pine forests","NT0302","Tropical Coniferous Forest",-88.515,17.015,"max_prec",308.9,"Climate Data"
"1294","Central American pine-oak forests","NT0303","Tropical Coniferous Forest",-89.267,15.046,"max_prec",273.25,"Climate Data"
"1295","Cuban pine forests","NT0304","Tropical Coniferous Forest",-80.054,21.589,"max_prec",224,"Climate Data"
"1296","Hispaniolan pine forests","NT0305","Tropical Coniferous Forest",-71.75,18.825,"max_prec",289.2,"Climate Data"
"1297","Miskito pine forests","NT0306","Tropical Coniferous Forest",-84.068,14.659,"max_prec",413.95,"Climate Data"
"1298","Sierra de la Laguna pine-oak forests","NT0307","Tropical Coniferous Forest",-110.083,23.5,"max_prec",154.2,"Climate Data"
"1299","Sierra Madre de Oaxaca pine-oak forests","NT0308","Tropical Coniferous Forest",-96.008,17.202,"max_prec",208.3,"Climate Data"
"1300","Sierra Madre del Sur pine-oak forests","NT0309","Tropical Coniferous Forest",-99.325,17.551,"max_prec",232.75,"Climate Data"
"1301","Trans-Mexican Volcanic Belt pine-oak forests","NT0310","Tropical Coniferous Forest",-101.51,20.248,"max_prec",207,"Climate Data"
"1302","Magellanic subpolar forests","NT0402","Temperate Moist Forest",-72.782,-51.912,"max_prec",146.7,"Climate Data"
"1303","Valdivian temperate forests","NT0404","Temperate Moist Forest",-73.12,-42.651,"max_prec",245.6,"Climate Data"
"1304","Beni savanna","NT0702","Tropical Grasslands",-66.019,-13.247,"max_prec",262.65,"Climate Data"
"1305","Campos Rupestres montane savanna","NT0703","Tropical Grasslands",-43.66,-18.722,"max_prec",288.3,"Climate Data"
"1306","Cerrado","NT0704","Tropical Grasslands",-50.114,-15.179,"max_prec",270.75,"Climate Data"
