measure,type,code
10.45,med.temp,NT1005
10.3,med.temp,NT1006
10.45,med.temp,NT1007
4.2,med.temp,NT1008
15.425,med.temp,NT1010
13.35,med.temp,NT1201
26.25,med.temp,NT1301
14.3,med.temp,NT1303
25.6,med.temp,NT1304
26.325,med.temp,NT1305
25.25,med.temp,NT1306
22.95,med.temp,NT1307
27.9,med.temp,NT1308
26.2,med.temp,NT1309
25.05,med.temp,NT1312
27.55,med.temp,NT1313
22.15,med.temp,NT1314
15.85,med.temp,NT1315
17.05,med.temp,NT1316
26.9,med.temp,NT1401
25.35,med.temp,NT1402
26.55,med.temp,NT1403
24.625,med.temp,NT1404
25.65,med.temp,NT1405
24.75,med.temp,NT1406
27.225,med.temp,NT1407
4.59606,mad.temp,NT0101
4.74432,mad.temp,NT0102
2.07564,mad.temp,NT0103
2.2239,mad.temp,NT0104
1.26021,mad.temp,NT0105
1.18608,mad.temp,NT0106
0.51891,mad.temp,NT0107
0.51891,mad.temp,NT0108
0.22239,mad.temp,NT0109
0.96369,mad.temp,NT0111
1.33434,mad.temp,NT0112
1.33434,mad.temp,NT0113
1.85325,mad.temp,NT0114
0.37065,mad.temp,NT0115
0.59304,mad.temp,NT0117
0.44478,mad.temp,NT0118
0.704235,mad.temp,NT0119
2.29803,mad.temp,NT0120
0.37065,mad.temp,NT0121
0.51891,mad.temp,NT0122
0.44478,mad.temp,NT0124
0.51891,mad.temp,NT0125
0.51891,mad.temp,NT0126
1.77912,mad.temp,NT0127
0.44478,mad.temp,NT0128
0.7413,mad.temp,NT0129
0.59304,mad.temp,NT0130
1.33434,mad.temp,NT0131
0.37065,mad.temp,NT0132
0.37065,mad.temp,NT0133
1.33434,mad.temp,NT0134
0.59304,mad.temp,NT0135
0.29652,mad.temp,NT0136
0.37065,mad.temp,NT0137
0.66717,mad.temp,NT0138
0.66717,mad.temp,NT0139
0.51891,mad.temp,NT0140
0.37065,mad.temp,NT0141
0.59304,mad.temp,NT0142
0.59304,mad.temp,NT0143
0.704235,mad.temp,NT0144
0.29652,mad.temp,NT0145
2.29803,mad.temp,NT0146
0.59304,mad.temp,NT0147
2.00151,mad.temp,NT0148
0.66717,mad.temp,NT0149
3.48411,mad.temp,NT0150
1.33434,mad.temp,NT0151
1.55673,mad.temp,NT0152
0.59304,mad.temp,NT0153
1.92738,mad.temp,NT0154
1.55673,mad.temp,NT0155
0.37065,mad.temp,NT0156
0.51891,mad.temp,NT0157
0.44478,mad.temp,NT0158
0.59304,mad.temp,NT0159
3.33585,mad.temp,NT0160
2.52042,mad.temp,NT0161
0.96369,mad.temp,NT0162
0.29652,mad.temp,NT0163
4.484865,mad.temp,NT0164
4.67019,mad.temp,NT0165
0.44478,mad.temp,NT0166
0.59304,mad.temp,NT0167
0.51891,mad.temp,NT0168
0.44478,mad.temp,NT0169
0.37065,mad.temp,NT0170
0.44478,mad.temp,NT0171
0.51891,mad.temp,NT0173
0.44478,mad.temp,NT0174
0.37065,mad.temp,NT0175
4.00302,mad.temp,NT0176
3.150525,mad.temp,NT0177
0.7413,mad.temp,NT0178
0.96369,mad.temp,NT0179
0.44478,mad.temp,NT0180
2.07564,mad.temp,NT0181
0.51891,mad.temp,NT0182
0.66717,mad.temp,NT0201
0.7413,mad.temp,NT0202
2.89107,mad.temp,NT0204
1.70499,mad.temp,NT0205
1.70499,mad.temp,NT0206
0.29652,mad.temp,NT0207
0.88956,mad.temp,NT0209
5.70801,mad.temp,NT0210
1.4826,mad.temp,NT0211
1.26021,mad.temp,NT0212
2.44629,mad.temp,NT0213
1.03782,mad.temp,NT0214
1.70499,mad.temp,NT0215
2.14977,mad.temp,NT0217
1.33434,mad.temp,NT0218
0.81543,mad.temp,NT0219
0.81543,mad.temp,NT0220
0.44478,mad.temp,NT0221
0.66717,mad.temp,NT0222
0.44478,mad.temp,NT0223
0.7413,mad.temp,NT0224
0.29652,mad.temp,NT0225
1.63086,mad.temp,NT0226
5.9304,mad.temp,NT0227
5.04084,mad.temp,NT0228
0.630105,mad.temp,NT0229
1.11195,mad.temp,NT0230
2.335095,mad.temp,NT0232
2.59455,mad.temp,NT0233
2.07564,mad.temp,NT0235
3.78063,mad.temp,NT0301
1.63086,mad.temp,NT0302
1.26021,mad.temp,NT0303
2.44629,mad.temp,NT0304
1.55673,mad.temp,NT0305
0.81543,mad.temp,NT0306
5.48562,mad.temp,NT0307
1.92738,mad.temp,NT0308
1.40847,mad.temp,NT0309
2.14977,mad.temp,NT0310
3.92889,mad.temp,NT0402
5.11497,mad.temp,NT0404
0.81543,mad.temp,NT0702
2.44629,mad.temp,NT0703
0.66717,mad.temp,NT0704
0.59304,mad.temp,NT0707
5.448555,mad.temp,NT0708
0.7413,mad.temp,NT0709
5.9304,mad.temp,NT0710
6.96822,mad.temp,NT0801
7.56126,mad.temp,NT0802
6.89409,mad.temp,NT0803
6.74583,mad.temp,NT0805
2.74281,mad.temp,NT0902
1.33434,mad.temp,NT0903
4.74432,mad.temp,NT0904
1.03782,mad.temp,NT0905
0.66717,mad.temp,NT0906
1.70499,mad.temp,NT0907
6.486375,mad.temp,NT0908
5.55975,mad.temp,NT0909
2.74281,mad.temp,NT1001
2.557485,mad.temp,NT1002
0.96369,mad.temp,NT1003
0.29652,mad.temp,NT1004
0.29652,mad.temp,NT1005
0.259455,mad.temp,NT1006
0.81543,mad.temp,NT1007
5.48562,mad.temp,NT1008
7.079415,mad.temp,NT1010
4.37367,mad.temp,NT1201
0.81543,mad.temp,NT1301
3.03933,mad.temp,NT1303
1.26021,mad.temp,NT1304
1.371405,mad.temp,NT1305
2.14977,mad.temp,NT1306
2.37216,mad.temp,NT1307
0.96369,mad.temp,NT1308
0.51891,mad.temp,NT1309
1.593795,mad.temp,NT1312
1.03782,mad.temp,NT1313
5.077905,mad.temp,NT1314
1.85325,mad.temp,NT1315
1.85325,mad.temp,NT1316
0.59304,mad.temp,NT1401
2.74281,mad.temp,NT1402
1.85325,mad.temp,NT1403
4.781385,mad.temp,NT1404
0.51891,mad.temp,NT1405
1.85325,mad.temp,NT1406
0.81543,mad.temp,NT1407
